"Bucket_Level0","Bucket_Level1","Bucket_Level2","Bucket_Level3","Short_Name","Long_Name","Data_Center_URL","UUID"
"CONSORTIA/INSTITUTIONS","SCRIPPS/C4","Center for Clouds Chemistry and Climate, Scripps Institution of Oceanography","http://www-c4.ucsd.edu/","92014c30-7f61-465b-8c68-416e8d944823"
"CONSORTIA/INSTITUTIONS","SCRIPPS/CALSPACE/AARC","Arctic & Antarctic Research Center, California Space Institute, Scripps Institution of Oceanography","http://arcane.ucsd.edu/","4326cbaf-9592-4eaf-ac61-cf7587723cc5"
"CONSORTIA/INSTITUTIONS","SCRIPPS/CALSPACE","California Space Institute, Scripps Institution of Oceanography","http://casgc.ucsd.edu/","d8a75bb2-fa28-4373-b736-4a1a1b8b6e68"
"CONSORTIA/INSTITUTIONS","SCRIPPS/CMBB","Center for Marine Biotechnology and Biomedicine, Scripps Institution of Oceanography","http://www.sio.ucsd.edu/research/cmbb/","abc7f6b9-8353-4529-b986-b209792b7f43"
"CONSORTIA/INSTITUTIONS","SCRIPPS/GEOSCI","Geosciences Research Division, Scripps Institution of Oceanography","http://grd.ucsd.edu/","05323aae-4f4d-480f-ad2a-226f31aab6b3"
"CONSORTIA/INSTITUTIONS","SCRIPPS/IGPP/VC","Visualization Center, Institution of Geophysics and Planetary Physics, Scripps Institution of Oceanography","http://siovizcenter.ucsd.edu/","9e4cc5ad-0f1a-4066-a97d-0f50b9bca31e"
"CONSORTIA/INSTITUTIONS","SCRIPPS/IGPP","Institution of Geophysics and Planetary Physics, Scripps Institution of Oceanography","http://igpp.ucsd.edu/","13b739da-41c4-4dc4-93c4-95408d05a6db"
"CONSORTIA/INSTITUTIONS","SCRIPPS/IOD/CDIP","Coastal Data Information Program, Integrative Oceanography Division, Scripps Institution of Oceanography","http://cdip.ucsd.edu","b53e1e30-2622-4c72-822b-8373ba73fa5e"
"CONSORTIA/INSTITUTIONS","SCRIPPS/IOD","Center for Coastal Studies, Scripps Institution of Oceanography","https://scripps.ucsd.edu/iod","68e5726e-2521-42e2-9857-518770682d2c"
"CONSORTIA/INSTITUTIONS","SCRIPPS/JEDAC","Joint Environmental Data Analysis Center, Scripps Institution of Oceanography","http://jedac.ucsd.edu","8de5e1ef-41c5-4f36-a163-3900ace14982"
"CONSORTIA/INSTITUTIONS","SCRIPPS/MARINE","Marine Physical Laboratory, Scripps Institution of Oceanography","http://www.mpl.ucsd.edu/","84fddbe2-7376-4264-85af-3545f45869e0"
"CONSORTIA/INSTITUTIONS","SCRIPPS/METEORA","Climate Research Division, Scripps Institution of Oceanography","http://meteora.ucsd.edu/","4c800c8b-7fea-49db-8c58-da69b3df3300"
"CONSORTIA/INSTITUTIONS","SCRIPPS/MLRG","Marine Life Research Group, Scripps Institution of Oceanography","http://www-mlrg.ucsd.edu/","513b4d07-229d-446d-abc5-1506c1025d0d"
"CONSORTIA/INSTITUTIONS","SCRIPPS/ODF","Oceanographic Data Facility, Scripps Institution of Oceanography","http://sts.ucsd.edu/t/sts/odf","654795ed-ee3e-438a-a4b0-9907a9f8b2f6"
"CONSORTIA/INSTITUTIONS","SCRIPPS/PORD","Physical Oceanography Research Division, Scripps Institution of Oceanography","http://pord.ucsd.edu/","379f7537-2080-47cf-95f1-1923cb84e4e0"
"CONSORTIA/INSTITUTIONS","SCRIPPS/SOPAC","Scripps Orbit and Permanent Array Center, Scripps Institution of Oceanography","http://sopac.ucsd.edu/","689e9647-4597-4de4-94f0-c422b34d42c4"
"CONSORTIA/INSTITUTIONS","SCRIPPS/SSF","Satellite Facility, Scripps Institution of Oceanography","http://www.sio.ucsd.edu/","d2569ca5-e0a8-4504-be8f-cae40eaae03a"
